,Reviews,Label,Score
28,"Mithun Kalamegam
Local Guide·91 reviews·85 photos
2 years ago
Dinner
Great place to hang out your friends. The Interior of the place is very good with a retro vibe. Prices are pretty decent. Coffee is good. Closes at 11.30 P.M, so you can visit for a small tea break after dinner. Crowd is high during evenings. Overall experience was good.
1",positive,0.9616855382919312
29,"Bharath Kumar
Local Guide·170 reviews·1187 photos
a year ago
Dine in  |  Dinner  |  ₹1–200
Small decent place for hangout. They have a wide variety of food so you won't be disappointed. Must try is Noodles, Thattu vada settu, panni poori, Nachos salsa. Best go to place for bites as well as proper meal. …More
2",positive,0.6547731757164001
30,"Purushoth
Local Guide·126 reviews·347 photos
2 years ago
Dine in
This is my regular chat shop which I go usually to have my snack in the evening especially for beetroot thattu vadai.. must try dish here which comes with 6pcs. Also peri peri Maggie and other chats also good. Price ranges from 15rs-300rs. …More
2",positive,0.732932448387146
31,"RAMYA SOLOMON
Local Guide·34 reviews·10 photos
5 years ago
Wow ambience and awesome food perfect place for meet ups just loved the place and the dishes 🍟🌮🍱🌭🍪🍟🍤🍞try to maintain the standard 💐💐 …More
1",positive,0.9733532071113586
32,"Karthikeyan Narayanan
Local Guide·96 reviews·2209 photos
5 years ago
A good place to stop for a snack. Interiors are good. Food is tasty. Grilled sandwich was nice there. Price is also good. The songs they play is also choosy and nice.
4",positive,0.9626353979110718
33,"Ramachandran V
Local Guide·36 reviews·132 photos
5 years ago
I had good experience in the radio cafe! ❤️ They served DHAI poori i do no the real name it was awesome! 😍 And spaghetti pasta was good 😌🤤 Golli soda reminds me the 90's days we spent. That was also good 😋 thanks radio cafe! ❤️🔥
2",positive,0.9053976535797119
34,"gomathi mahadhevan
Local Guide·72 reviews·88 photos
3 years ago
Its cheap and the best. Customer friendly, one of the busiest place. Food is tasty and affordable.
1",positive,0.9290578961372375
35,"Manoji Rudy
Local Guide·505 reviews·3872 photos
3 years ago
Good ambience, nice place to hangout with friends.! Good varieties of tea & snacks etc.!! Loved this place..!!
3",positive,0.9824443459510803
36,"Yashika Sagadhevan
Local Guide·37 reviews·62 photos
5 months ago
Dine in  |  Breakfast  |  ₹1–200
A cool spot for hanging out with friends and family. Food options is vast. On time and good service. Affordable place for everyone. …More
1",positive,0.9247754216194153
37,"sharanya csl
Local Guide·21 reviews·36 photos
3 years ago
Tasty food served super quick with a decent ambience. My go to place with the kiddo 😍
1",positive,0.7600982189178467
38,"Sabarish
32 reviews·32 photos
a year ago
Dine in  |  Other
A nice happening place for a tea time with a lots of teens surrounding us... & Nice food experience too 😉 …More
2",positive,0.9452270269393921
39,"Mugilan A
Local Guide·66 reviews·967 photos
4 years ago
The pricing was good, the quality of food can be a little bit better but at this price everything was good. Ordered cold coffee, chicken popcorn, crispy chicken wrap and burger, masala fries, and goli soda. Cold coffee was okish, popcorn …More",positive,0.8081220984458923
40,"Vizhigalh Kangalh
Local Guide·108 reviews·89 photos
3 years ago
Good place for chit chat conversation and spend time with you buddies and friends, place is little conjusted, but items are very good compared to other shops and local cafes, and low price too...
1",positive,0.653140127658844
41,"Rakesh Roshan
Local Guide·248 reviews·508 photos
6 months ago
Dine in  |  Other  |  ₹600–800
Chai is completely hot water with small pinch of milk !

Enjoy it …More",positive,0.8810667395591736
42,"Vel Murugan
Local Guide·20 reviews·18 photos
a year ago
Dine in  |  Other  |  ₹1–200
Good taste and price also average .... …More",positive,0.7918720841407776
43,"johnsi kingsly
Local Guide·75 reviews·76 photos
4 years ago
Very much of a happening place with Madras reminiscences. A tour over the menu will fill our stomach without munching 😍 affordable price with great quality and service.
1",positive,0.7856249809265137
44,"saravana baskar
Local Guide·536 reviews·3849 photos
a year ago
Tea
Most loved one adding into my favourite too. …More
1",positive,0.9137560725212097
45,"Karthick Karthi
1 review
a month ago
Customer sarvies ir very worst billing very rued person",negative,0.9513570666313171
46,"Karthikkannan Balasubramanian
Local Guide·86 reviews·45 photos
3 years ago
Always crowded in the evenings. Good atmosphere. But I could suggest that their table arrangment occupies more space. Please think about to change table occupy less space. I like elaichi tea and thattu vadai set there",positive,0.7815325260162354
47,"Nagarjun M
Local Guide·21 reviews·5 photos
4 years ago
Absolute place to relax and chill! Juices and Quick Bites at Reasonable rates. Located near anna nagar west depot.",positive,0.8387207984924316
48,"Vivek Anand
Local Guide·8 reviews·3 photos
4 years ago
Very nice place and great for having some good snacks....... You get a lot of varieties n different types of tea.",positive,0.9728358387947083
49,"surya narayanan
Local Guide·12 reviews·3 photos
5 years ago
Great place to hang out...
Value for money...
Food is not just eating.... It's an experience...
2",positive,0.9289977550506592
50,"Sabarinathan Chokkalingam
Local Guide·98 reviews·43 photos
2 years ago
good place for the snacks, hot and soft drinks. the perfect place for friends meeting.
2",positive,0.9445662498474121
51,"Harish Dhinakaran
Local Guide·23 reviews·23 photos
5 years ago
Really good nlbut non AC otherwise semma good quantity for our pay tasty also
1",positive,0.8805626630783081
52,"Ganapathy Suresh
Local Guide·543 reviews·534 photos
a year ago
Dine in  |  Other  |  ₹1–200
Good joint for quick bite. Taste also ok. Slight changes can be suggested. Many of the customers came for chit chat, as music loud, they also raise their voice as well. So some melody songs or music can be played, to reduce noise level. Located in main road. Easy access …More
1",positive,0.7744938731193542
53,"Prashanth V
Local Guide·169 reviews·9 photos
a month ago
Other  |  ₹1–200
Good tea and coffee.. small and narrow place .. usually crowded . …More",positive,0.5030468702316284
54,"Hemanth Gopi
Local Guide·13 reviews·17 photos
3 years ago
Very cost effective eatery. Food was good and tasty.
1",positive,0.9145457744598389
55,"Kanaga Sathya R
Local Guide·39 reviews·2 photos
3 years ago
Good taste.. with normal price... Clean and neat ambience
1",positive,0.9065751433372498
56,"kartheepan m
Local Guide·130 reviews·4 photos
a year ago
Place is good at times crowded because it's a small place. The only thing which I don't like is the waiting time very delay in serving. This has to improve rest is fine! …More",neutral,0.5349465012550354
57,"Shalini Arun
Local Guide·62 reviews·44 photos
3 years ago
Value for money, perfect taste. Huge fan of their double cheese sandwich and Lemon tea. My friend loves their classic tea. The best place for a daily go-to location. The customer service is just amazing. You don't find any Hassel. Would have eaten around 100-200 times here, quality & service is always neat.
1",positive,0.9650197625160217
58,"T.S.Lavanya
Local Guide·43 reviews·4 photos
8 months ago
Dine in  |  Other  |  ₹200–400
Taste was good, price was high... Self service only... Burger is 195, sandwich 120 .. …More",positive,0.7904077172279358
59,"Reshmi Suresh
28 reviews·4 photos
a year ago
No service at all. When I went there was no rush hardly two people sitting there. Still ordered tea and snacks. I kept calling the guy and he didn't even notice tht im calling him. Loud music was playing and above tht he was using a …More
1",neutral,0.6897900700569153
60,"Rohini K
4 reviews
2 years ago
Very hygienic, well managed, budget friendly prices for a student. My go to café for a refreshing ginger tea (sugar free which I always ask them for myself, cookies), sometimes my dinner too post classes.
2",positive,0.7517315745353699
61,"Manushri Sathiyamurthy
7 reviews·2 photos
6 months ago
Very rude behaviour! And poor service.
Coffee was too bad it was filled with only water",negative,0.9501514434814453
62,"Ragav Barathwaj
14 reviews
a year ago
Dine in  |  Other  |  ₹1–200
For a small outlet where on a busy day you might not get space to sit, the food sure is a bit pricey but everything served is delicious and no wonder there are customers flocking to it every day!! …More
1",neutral,0.5758545398712158
63,"Jay
Local Guide·16 reviews·55 photos
4 years ago
Offers great food at low prices. Though it is small in area, it has a great ambience and attracts a lot of people from the surroundings. It’s a great choice for fast food like burgers, french fries and rolls etc. I was a bit hesitant at …More",positive,0.6791576743125916
64,"Reshmaa Krishnakumar
Local Guide·48 reviews·51 photos
2 years ago
Dine in
I ordered paneer burger and the taste seemed to be amazing and this is the second time I'm visiting this place . The ambience e is so cool and the quality of food is too good and I really enjoyed coming here . The service is also in a good manner. I suggest those who r in chennai to try this place with ur frnds and with ur loved ones.
2
Radio Cafe (owner)
2 years ago
Thank you so much for your feed back 😊",positive,0.9676721096038818
65,"Nirmal Kumar
Local Guide·73 reviews·2 photos
10 months ago
Dine in
Tried thier garlic spicy noodles, corn pizza, peri peri fries, veg club sandwich everything was good and tasty. …More",positive,0.8804921507835388
66,"Joshua Daniel
Local Guide·96 reviews·20 photos
a year ago
The most authentic and nostalgic place to chit chat with friends their masala tea is a must try especially ntgeir onion samosa and also their salt biscuits …More
1",positive,0.8998752236366272
67,"dikeldeepak
Local Guide·91 reviews·156 photos
2 years ago
Perfect spot for short break and refreshments
3",positive,0.7831482887268066
68,"Aravindan R
Local Guide·266 reviews·478 photos
2 years ago
Dine in
We had veg sandwich French fries good
1",positive,0.7567031383514404
69,"Mohamed Ibrahim
Local Guide·151 reviews·288 photos
8 months ago
One of the best cafes in Anna Nagar. Coffee and Ginger tea is very good here! …More
1",positive,0.9581667184829712
70,"kavin kumar
Local Guide·58 reviews·58 photos
a year ago
Dine in  |  Lunch  |  ₹1–200
Good place and budget friendly... I love their chicken noodles and rice , it won't be much spicy nor tasteless.. its worth a try its subtle.. with this dragon chicken will be a best combo.. …More
Radio Cafe (owner)
2 years ago
Thank you",positive,0.9211282134056091
71,"Mahesh raja
10 reviews
a year ago
Dine in  |  Breakfast  |  ₹400–600
I think food prices are so high..taste is good.. But not worth for the money.. If you getting a more money from your customer you have to give more quantity wise quality wise. …More",neutral,0.4629368782043457
72,"Suresh Kumar
Local Guide·493 reviews·1082 photos
2 years ago
Dine in  |  Dinner  |  ₹200–400
Average Shop with Burger, Pizza, etc... But Chicken popcorn was not upto the mark because they're using patty's for Chicken popcorn. So the taste was not good. Kulukki sarbath was superb
1",neutral,0.6179447770118713
73,"Subhitcha Umarani
6 reviews·1 photo
a year ago
Dine in  |  Dinner  |  ₹200–400
The food is really tasty and the staffs are very kind and friendly. Better place to hangout with friends and family. …More
1",positive,0.91858971118927
74,"Vikram Dresses
5 reviews·6 photos
4 years ago
My fav stress reliever place place to eat not to meet
1",neutral,0.5528556108474731
75,"Fraug4life
Local Guide·109 reviews·98 photos
5 years ago
Retro theme - Affordable price - Has all Snack except shawarma",positive,0.5236510634422302
76,"SIDDHARTHAN U.K.
Local Guide·70 reviews·20 photos
2 years ago
Dine in  |  Brunch
Taste was not up to the level... Just ok",neutral,0.5998404622077942
77,"Satish Babu
Local Guide·258 reviews·131 photos
2 years ago
Sorry! Instead of posting it in Ratna Cafe wrongly posted to Radio Cafe. I withdrew my review. But I used to have Nuggets, Coffee, Samosa while returning home. They are good. Still it is too difficult for parking. The stars I confirm.
2
Radio Cafe (owner)
2 years ago
Parking issues! I agree with that , but if you try to walk in after 8.pm you will be get more parking place.
Thank you welcome again.",neutral,0.6683495044708252
78,"Madankumar C
Local Guide·16 reviews·118 photos
4 years ago
Good place to hangout with friends and is also very affordable.. Discounts for students...",positive,0.9346389770507812
79,"S A S
Local Guide·73 reviews·96 photos
5 years ago
The shops is designed in a out of box thinking theme. People must visit to realize the experience that I had and cannot just say in words. Nice getaway for a good cup of Tea/coffee with light snacks.
1",positive,0.8853203654289246
80,"Preethi SathyaKrishnan
Local Guide·31 reviews·1 photo
2 years ago
Dine in  |  Lunch  |  ₹1–200
Best place to stop for a bite and if you're hungry further, you can extend your eating to a full meal. Has all sorts of meals. Amazing crew and staff.
1",positive,0.9446219801902771
81,"Suresh Sukumar
Local Guide·310 reviews·3993 photos
5 years ago
A very good place to have tasty junk food. Quality is delivered here. Burger and badam milk is great here. Also have pani puri masala items are Salem settu based. All digital wallet payments accepted. Variety of choices available. …More
1",positive,0.9278743863105774
82,"ravindran raja
Local Guide·64 reviews·196 photos
5 years ago
Gud cafe....try it out if ur in and around Anna Nagar",neutral,0.8144275546073914
83,"Hari haran
Local Guide·37 reviews·1 photo
a year ago
The food was decent enough... Budget friendly spot, but tiny space and no legroom, must improve on overall experience.",positive,0.6498841047286987
84,"Krish_Explorer
Local Guide·108 reviews·198 photos
2 years ago
Budget friendly cafe. They are serving fastfoods, chicken items in low cost. Serving time is very fast. I tried choco lava with icecream and egg rice. Visit this cafe and enjoy with your besties 😊",positive,0.8623888492584229
85,"Manohar Rao
Local Guide·75 reviews·4 photos
a year ago
Dine in  |  Brunch  |  ₹200–400
Actually a small tea shop where you get pizza, burgers and some nonveg eats. Decent atmosphere. …More
1",positive,0.8300663232803345
86,"Aswini Manoharan
Local Guide·17 reviews·5 photos
5 years ago
It's a cool place to chit chat.
1",positive,0.9112394452095032
87,"Lenin S
Local Guide·78 reviews·283 photos
4 years ago
Good place for a quick sip. Fabulous flavors at affordable cost. All the best guys whenever i visit this place it reminds me my childhood.... Nostalgic!!",positive,0.9737440347671509
88,"Arunkumar BK
3 reviews
9 months ago
Tea is not good, other than tea you can order and enjoy. …More",neutral,0.6786749958992004
89,"Sam Bristow
6 reviews·3 photos
5 years ago
Worst experience. COuld not have coffee plesently since the seating arrangement is worst one person sitting another one can't move in and out.people disturbing a lot between. Shop counter person mentality is too attitude when we give feedback... Those who want to sit and have coffee pls don goooo..
2",negative,0.8927620053291321
90,"Divya Lakshmi
Local Guide·74 reviews·255 photos
3 years ago
Such a good ambiance .. ive tried coffe nad badam milk they served hit badam milkwith some badam nuts in too.. price alsa so affordable.. its just not like a tea shop, it perfectly made as a cafe.. also a good place to.relax with friends",positive,0.7284275889396667
91,"Arun Babu (Benny Arun)
Local Guide·90 reviews·681 photos
5 years ago
One fine pocket friendly place to have a cutting chai with friends in anna nagar... Its interior design and menu wil keep u excited... Especially the old morattu kaalai poster inside the shop is epic... Must try the different types of tea...
1",positive,0.9223951101303101
92,"Darwinraja S
Local Guide·49 reviews·68 photos
a year ago
Dine in  |  Brunch  |  ₹1–200
It has a classy interior paintings & set up was better. Tea is my favourite here & other dishes too tastes good. A nice snack park..to dine inn. …More
1",positive,0.9335886836051941
93,"Gowtham Vijay
Local Guide·159 reviews·22 photos
4 years ago
Visited once... The interior paint is vintage type and looks cool.. tried onion samosa. It was really good.. they also sell burger and pizza...",positive,0.9227147102355957
94,"Srinitheesh L
Local Guide·5 reviews·1 photo
8 months ago
Loved it and this cafe every option in the tastes good …More",positive,0.9653578400611877
95,"Lakshminarayanan Sriram
Local Guide·256 reviews·5 photos
2 years ago
A good,small restaurant providing quality tea and snack varieties.Neat Ambience,courtisious service.Rates are resonble",positive,0.9141908288002014
96,"Rohit Singhal
Local Guide·20 reviews·3 photos
5 years ago
Super food good environment
1",positive,0.8471314907073975
97,"G Jeaya Amalan
Local Guide·30 reviews·49 photos
3 years ago
Best place for relaxing with a cup of coffee in the morning and for snacks in the evening.... But if you're single please try to go with friends... Sometimes intha committed lam verupeathuranga paa🥺😪... But though it's small place best for a quick eat and meet😁💯!!!
1",positive,0.7421700954437256
98,"Shubham Priyadarshi
Local Guide·106 reviews·209 photos
5 years ago
Good place to hangout with friends..Very affordable to eat and have light food, juices..The tea they serve is too good..place is Cool but crowded at evening..You can have variety of quick bites.",positive,0.8457378149032593
99,"Raashi Raghunath
21 reviews·3 photos
4 years ago
Very beautiful Cafe, artistic wall paintings, and cheap food. Most importantly they don't charge money for water. Small place so it's a little crowded.",positive,0.6471641659736633
100,"Mohana G
5 reviews·1 photo
a year ago
I really love this place ✨🕊️ it's really good and taste wise tooo …More",positive,0.9759516716003418
101,"Guru prasath
1 review·4 photos
5 years ago
Interesting interior, economic, delicious and healthy.",positive,0.9717787504196167
102,"Sowmiya
5 reviews
a year ago
i used to go here just to eat sandwich 😋 owner is so friendly and they maintain shop hygienic 🙌
1",positive,0.7401750087738037
103,"SANTHOSH RAMACHANDRAN
5 reviews
a year ago
Dine in  |  Other  |  ₹1–200
Nice place for great snacks..... 👍
price is affordable 👌 …More
1",positive,0.8663974404335022
104,"Vinitha K
Local Guide·27 reviews·22 photos
a year ago
Dine in  |  Dinner
Amazing cafe,
I loved everything I ordered in this cafe.
Wide range of variety to order from …More",positive,0.9694976806640625
105,"muthu kumaran
Local Guide·99 reviews
5 years ago
My favourite is Egg Sandwich and hot badam milk
Very nice place spend our brunch time
Juice quantities must be improve …More
1",positive,0.932811439037323
106,"R Naveen
Local Guide·145 reviews·2104 photos
4 years ago
Taste and price are average # one person who in the bill counter, can try to be polite... If he great the customer, definitely business can go high....
7",positive,0.5840405225753784
107,"vineeth sankar
Local Guide·185 reviews·388 photos
3 years ago
I am totally happy with this shop",positive,0.9435080289840698
108,"Mohan Raj
Local Guide·66 reviews·32 photos
5 years ago
Never eat budji there. My wife ate budji in the Saturday evening, till that home food only. Since that day in hospital. Never suggest to any one. It's a budji or position don't know.",neutral,0.8163674473762512
109,"Ganesh gans M
Local Guide·31 reviews·99 photos
4 years ago
Our usual hangout place. They had been so helpful and even provide service when we reach just a minute before their closing time. Do try their chat items and mocktails",positive,0.8269270658493042
110,"Krishna Sankar Ch VSS
Local Guide·45 reviews·174 photos
2 years ago
Take out  |  Other
I am a fan of veg wrap here. Best thing is they dont add mayo to wrap. They give it separately.
Radio Cafe (owner)
2 years ago
Thank you",positive,0.8829731941223145
111,"Rahmath sadic
Local Guide·86 reviews·4 photos
2 years ago
One of our favourite places for snacks and beverages. Nice place and good service.",positive,0.8459675312042236
112,"Vijai Prabhakaran
Local Guide·29 reviews
5 years ago
Tasty, reasonable rates. Salem's thattu vada set is available here. But don't expect too much.",positive,0.6935768723487854
113,"Dhinesh Prabhu T
Local Guide·40 reviews·34 photos
3 years ago
Good place... 100% value for money... Good food at low cost... Variety of foods available... Online payment method available
1",positive,0.9281547665596008
114,"Arun Ravichandran
Local Guide·48 reviews·98 photos
4 years ago
Yeah go ahead snack corner for a evening meetups with friends",neutral,0.8267393112182617
115,"Karthi Keyan
Local Guide·90 reviews·422 photos
2 years ago
Nyc place. Good atmosphere n good hospitality. Seems lil expensive and worth for the tastes of all variety food.
1",positive,0.8647401332855225
116,"SARATHY SP
Local Guide·114 reviews·78 photos
5 years ago
Just a little lack of space inside , but they make it up for the huge menu options and varied payment options. U can use any digital payment system.",neutral,0.721979558467865
117,"Happy Krishna
Local Guide·196 reviews·732 photos
5 years ago
You can have a bite of snacks
1",positive,0.8942198753356934
118,"Eshwar Ashok
Local Guide·37 reviews·9 photos
4 years ago
Nice food only con is u won't find a place to sit here during peak hours and the restaurant is too small.",positive,0.5785964131355286
119,"praveena Gift
Local Guide·42 reviews·16 photos
2 years ago
Small place with great ambiance. Tasty food with super good songs.",positive,0.9564356207847595
120,"Bhuvanesh arivarasan
6 reviews·1 photo
3 years ago
One of the best compact tea restaurant... All the snacks and juices are available... And the exposure was very very pleasant and get into tetro mood",positive,0.959371030330658
121,"Ghost Rider
Local Guide·55 reviews·32 photos
2 years ago
Dine in  |  Brunch
Best place for snack, tea and coffee and time...
Good hang out joint too",positive,0.9495280981063843
122,"Pandimurugan Ramakrishnan
7 reviews·2 photos
5 years ago
Best place to hang out in Anna Nagar
Menu has varieties and at an attractive pricing
Quick service and good hospitality are value adds. Go for it :-)
1",positive,0.9421537518501282
123,"Santhosh Golap
Local Guide·223 reviews·179 photos
3 years ago
Samosa was dead cold thatu vada was not spicy at all. Rosemilk tasted like cough syrup",negative,0.48879775404930115
124,"Dhinesh Dhinesh
Local Guide·41 reviews·11 photos
3 years ago
I order Chiken Noodles & Chicken Fingers really very nice 😋, price reat also comfortable must try ones anything here...
1",positive,0.9226241707801819
125,"baalajee ks
Local Guide·34 reviews·6 photos
a year ago
The restaurant has a nice vibe to it. But price konjam kammi pannalaam. …More",positive,0.8495932221412659
126,"HARISH DZINER
Local Guide·43 reviews·8 photos
2 years ago
Tea taste was super n awesome lots of varieties hope everything will be good I give four star for the tea
Radio Cafe (owner)
2 years ago
Thank you",positive,0.947744607925415
127,"Siva V
Local Guide·68 reviews·839 photos
5 years ago
Nice cafe centre! Old Madras theme restaurant like it! You can go for quick bites, reasonable price range!
2",positive,0.8945831060409546
128,"Amartya T
Local Guide·40 reviews·257 photos
4 years ago
Great ambience..small place but quality foods...good place to spend with frnds and family..leisurely..price is worth the quality
2",positive,0.9308651089668274
129,"Ragavan P
Local Guide·244 reviews·682 photos
5 years ago
Taste was good..!",positive,0.9253187775611877
130,"Ruthira devi
Local Guide·8 reviews
4 years ago
It's nice place to eat n meet.. have a fresh tea☕☕☕ refreshing the soul .. deadly combo of coffee and bgm😇😇😇🥳",positive,0.8404858708381653
